person,marca_favorita_apple,marca_favorita_asus,marca_favorita_lenovo,marca_favorita_lg,marca_favorita_motorola,marca_favorita_no tiene,marca_favorita_quantum,marca_favorita_samsung,marca_favorita_sony,nivel_de_actividad_Muy Bajo,nivel_de_actividad_Bajo,nivel_de_actividad_Medio,nivel_de_actividad_Alto,nivel_de_actividad_Muy Alto,dias_en_plataforma,dias_distintos_con_eventos,eventos_totales_generados
00546f4c,0,0,0,0,0,0,0,1,0,0,0,0,0,1,147.5104861111111,41,480
00556ee5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,86.9573263888889,4,45
0059a996,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.15834490740740742,2,18
005af223,1,0,0,0,0,0,0,0,0,0,0,1,0,0,72.45832175925926,12,79
005e06ef,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.281446759259259,3,39
0061cbe8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,1,3
006549da,1,0,0,0,0,0,0,0,0,0,1,0,0,0,57.27475694444445,4,85
00665dda,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0366319444444443,3,33
006671fd,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.30413194444444447,1,18
006bb312,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000787037037037037,1,13
006cabc5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,94.66300925925927,2,108
006e1534,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.37798611111111113,1,11
006fc943,0,0,0,0,0,0,0,1,0,0,0,0,0,1,32.90831018518519,13,268
00702e02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.2179166666666665,3,75
00736d10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,122.65489583333333,7,120
00750af8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64.52028935185186,7,92
007537e8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.1900462962962965,2,12
00754f5e,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.9069907407407407,1,12
0076b7dc,1,0,0,0,0,0,0,0,0,0,1,0,0,0,58.69681712962963,7,85
007743ca,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.006643518518518518,1,11
007a0564,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.48711805555555554,2,22
007ddac1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0013078703703703703,1,7
0081cd73,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0012962962962962963,1,10
0081f590,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.002534722222222222,1,8
008287e4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,112.09569444444445,3,89
0083c22c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0015509259259259259,1,14
00868d8e,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.02,1,22
0086ee61,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.010439814814814815,1,10
0087d959,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5.43025462962963,3,71
0089421c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0007523148148148148,1,12
008a6d00,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.101724537037037,2,37
008b4a48,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0022685185185185187,1,8
008bb884,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7479166666666668,1,146
008f480f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000462962962962963,1,8
008f739f,0,0,0,0,0,0,0,1,0,0,0,1,0,0,79.22988425925926,9,101
009648f0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00028935185185185184,1,9
00970caa,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.011851851851851851,1,18
00971729,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.991122685185185,2,89
009944e1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,140.1344212962963,12,157
009a5ed5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.871527777777778,3,37
009cbfb2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03380787037037037,1,34
009d27e8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.11789351851851852,1,87
009f8292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59.90945601851852,3,29
00a2efc2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.4235069444444444,2,25
00a58494,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.002013888888888889,1,12
00a91f61,0,0,0,0,0,0,0,1,0,1,0,0,0,0,27.067523148148148,3,30
00af50bb,0,0,0,0,1,0,0,0,0,0,1,0,0,0,101.24444444444444,13,77
00afd018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,101.93958333333333,5,33
00b0fe02,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0016666666666666668,1,8
00b1b9d0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,34.1253125,18,167
00b2b269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.24983796296296296,1,40
00b5303d,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.6087037037037037,2,25
00b6642b,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.009849537037037037,1,27
00b8bba9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.560636574074074,2,80
00b9f49d,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0001273148148148148,1,4
00bc3bed,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.8363425925925926,2,32
00beac49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.2862847222222222,3,23
00c2307c,0,0,0,0,0,0,0,1,0,1,0,0,0,0,55.20041666666667,2,83
00c2f60d,0,0,0,0,1,0,0,0,0,0,1,0,0,0,127.31385416666667,7,149
00c40a4b,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.009039351851851852,1,17
00c955ce,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.988993055555556,14,72
00c9a4eb,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0011574074074074073,1,7
00ca06d3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.171851851851852,2,20
00caa482,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96.9414351851852,21,300
00cd1373,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10.96459490740741,7,132
00cde0db,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2518518518518518,2,15
00d21f5e,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12.10414351851852,2,8
00d4b0c1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0020486111111111113,1,11
00d618ba,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8.268275462962963,7,316
00d8d869,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.02291666666666667,1,33
00dabbf1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0019444444444444444,1,6
00dcc618,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0024537037037037036,1,10
00e0e219,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10.756099537037038,2,9
00e2e06b,0,0,0,0,0,0,0,1,0,1,0,0,0,0,26.919409722222223,3,37
00e3c94f,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0009027777777777777,1,6
00e6a700,0,0,0,0,1,0,0,0,0,1,0,0,0,0,67.32637731481482,4,28
00ea5497,0,0,0,0,1,0,0,0,0,0,1,0,0,0,42.26945601851852,5,58
00ecfd1a,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9.999201388888888,3,46
00f1575c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00886574074074074,1,12
00f369ef,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6.167361111111111,3,21
00f4620f,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0031134259259259257,1,14
00f49191,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23.020694444444448,7,165
00f5c8be,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15.4425,3,23
00fa4cd7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.353078703703703,9,98
00fd99c6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.473125,2,21
00ff2c51,0,0,0,0,0,0,0,1,0,0,1,0,0,0,59.18100694444445,6,108
010200b5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.002731481481481482,1,7
01022bf3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.8164583333333333,3,25
010358c1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00550925925925926,1,13
01039bf1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.9872337962962963,2,56
01067e00,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0007060185185185186,1,6
0107bdfc,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.332164351851852,2,36
01083011,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00020833333333333335,1,4
01094049,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0001851851851853,2,14
010b0b0b,0,0,0,0,0,0,0,1,0,0,0,0,0,1,36.45809027777778,22,476
010dce63,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8192939814814815,2,16
010f9396,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12.737048611111112,2,23
01102549,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00016203703703703703,1,4
011120d7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.49658564814814815,1,7
01118279,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0010763888888888889,1,2
0111d9af,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0010879629629629629,1,7
01126aa4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00042824074074074075,1,4
01127f1d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,1
01183209,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.019386574074074073,1,12
011beb42,1,0,0,0,0,0,0,0,0,0,0,0,0,1,119.2136111111111,24,482
011d982c,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.005682870370370371,1,20
011e43e5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0013194444444444445,1,10
011fbf97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,57.64763888888889,7,86
011fef85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3148148148148147e-05,1,3
0121c41e,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.79625,2,32
0126d440,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0007060185185185186,1,4
0127932b,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2563773148148148,1,44
0129072b,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.99982638888889,2,12
012af91b,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.025706018518518517,1,17
012b81de,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.10094907407407408,1,91
012cd55c,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.008414351851851852,1,10
012d8fd8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,27.27891203703704,6,72
013136c4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0011458333333333333,1,7
01319a6d,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.838483796296296,4,56
013288eb,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16328703703703704,1,21
0132a515,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.004479166666666667,1,10
0137a57b,1,0,0,0,0,0,0,0,0,0,0,0,1,0,57.307685185185186,12,151
01395e75,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24.644814814814815,2,8
013a0e3a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,56.124212962962964,6,36
013dc935,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00016203703703703703,1,5
013e1cd0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.032916666666667,4,36
013ef20d,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.006284722222222222,1,9
013fce70,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03353009259259259,1,21
0143d796,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01611111111111111,1,24
014412d6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.9913425925925927,2,11
0144bd58,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.472048611111111,4,35
0145565a,0,0,0,0,0,0,0,1,0,1,0,0,0,0,63.07905092592593,2,61
0146d5e8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.04167824074074,3,94
0146ecbc,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.004861111111111111,1,23
01477f15,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6.153819444444444,5,64
014853d4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,51.3537037037037,8,71
0148562c,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.04516203703703704,1,43
01488a35,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.006574074074074074,1,11
014bca6c,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0001273148148148148,1,4
015dfe12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0037731481481481483,1,7
015eb48a,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05327546296296296,1,13
015f1a84,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2336574074074074,2,105
015fb139,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.007152777777777778,1,16
01605eaa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.002361111111111111,1,10
01638753,0,0,0,0,0,0,0,0,1,1,0,0,0,0,20.441261574074073,2,30
0163bf88,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.7870949074074076,3,35
016419e1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.875034722222223,3,29
0165b04a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0009375,1,5
0165d283,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0020949074074074073,1,13
0165db0d,0,0,0,0,1,0,0,0,0,0,1,0,0,0,98.16553240740741,12,61
01692bd2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.00011574074074074075,1,4
01696aab,1,0,0,0,0,0,0,0,0,0,1,0,0,0,125.63203703703704,14,69
016a78e4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10.847303240740741,7,163
016b86b9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,146.5119097222222,35,820
016d0c8f,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.001875,1,9
016efcb7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,46.3985300925926,8,140
016f3833,0,0,0,0,0,0,0,1,0,0,0,1,0,0,16.341712962962962,4,60
016f7879,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0681712962962963,1,21
01716e05,0,0,0,0,0,0,0,1,0,1,0,0,0,0,128.19162037037037,4,30
0172d307,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10645833333333334,1,17
0173b599,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.001354166666666667,1,15
0178b595,1,0,0,0,0,0,0,0,0,0,0,0,0,1,13.957847222222222,8,436
01798556,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7.43375,5,124
017a84d1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10.809386574074074,6,22
017a9049,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00019675925925925926,1,4
017d35dc,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.141875,1,10
017fd805,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.073101851851852,2,54
01855dab,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.451400462962963,2,88
018598e8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.902916666666666,5,43
018774cf,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.9692013888888888,3,41
018954fd,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.974583333333334,3,50
018adf26,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.10736111111111112,2,22
018c1154,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9071180555555556,2,32
0190f87d,0,0,0,0,0,0,0,1,0,0,0,0,1,0,15.896099537037037,8,139
01914d78,1,0,0,0,0,0,0,0,0,0,0,0,1,0,54.06490740740741,11,169
019425a8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.1369791666666667,2,60
0195ed3b,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0001388888888888889,1,4
0196054a,0,0,0,0,0,0,0,1,0,1,0,0,0,0,104.64925925925925,6,31
01984bc3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.9481944444444443,3,48
019ac712,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00020833333333333335,1,4
019c24ae,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.10456018518518519,1,68
019c7c78,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0030208333333333333,1,6
01a20e81,1,0,0,0,0,0,0,0,0,1,0,0,0,0,115.93841435185185,3,31
01a46372,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.240081018518518,3,16
01a5aa29,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1989583333333333,3,105
01ab5296,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.01115740740740741,1,6
01ac5844,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.3490972222222222,2,27
01ad4042,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.1884259259259258,2,13
01ada784,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.031006944444444445,1,47
01add051,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0028472222222222223,1,8
01af6573,1,0,0,0,0,0,0,0,0,0,0,0,0,1,96.0264814814815,62,955
01b08442,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24.152939814814818,5,38
01b09758,0,0,0,0,0,0,0,1,0,0,0,0,0,1,69.30635416666667,25,475
01b12d02,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.004664351851851852,1,14
01b47d4f,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.942754629629629,4,29
01b65cfa,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.1883912037037037,3,25
01b79980,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13.160439814814815,2,40
01b860b1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09918981481481481,2,62
01b91332,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0043287037037037035,1,27
01b97cb9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.533912037037037,3,19
01be1d14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0031134259259259257,1,8
01c0bf0e,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.23872685185185186,1,11
01c3addd,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.018657407407407407,1,56
01c407bd,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.329212962962963,1,34
01c6281f,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0044444444444444444,1,19
01c631cf,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0004166666666666667,1,4
01c862be,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00020833333333333335,1,5
01c8b35d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0011458333333333333,1,9
01c9f8d2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.005185185185185185,1,8
01caf5bf,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.00010416666666666667,1,3
01cbe6b3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.773229166666667,2,9
01cd8ca8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0464814814814816,2,36
01cf1230,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.9031481481481483,3,28
01d18619,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0014699074074074076,1,10
01d28bce,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.024050925925925927,1,12
01d8711d,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.012662037037037038,1,9
01e18191,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00032407407407407406,1,4
01e2b6b0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7747569444444444,2,47
01e32ed0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.161087962962963,3,19
01e5ebc1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,31.053946759259258,9,116
01ed2afc,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00028935185185185184,1,7
01edff26,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.002766203703703704,1,18
01f061eb,1,0,0,0,0,0,0,0,0,0,1,0,0,0,91.66093750000002,7,94
01f12f08,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.2891898148148148,1,11
01f20b0a,0,0,0,0,0,0,0,1,0,0,0,0,1,0,85.90038194444445,13,201
01f2283b,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0029513888888888892,1,4
01f24fc9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19.97420138888889,12,210
01f38aae,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10.698854166666667,4,58
01f68b1f,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0006597222222222222,1,4
01f8fa5b,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.015347222222222222,1,42
01fcd7ca,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.3148148148148147e-05,1,3
01fe7232,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.014895833333333334,1,37
01fee5bd,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.006990740740740741,1,12
01ffa003,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.010601851851851854,1,14
01ffc611,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.002037037037037037,1,7
02005e21,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4239467592592594,2,50
0202e763,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.200243055555555,7,166
0204dcec,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08081018518518518,2,38
0205d5c1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,67.35072916666667,5,73
020b50dc,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13.239537037037037,5,91
020ca6bf,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.02528935185185185,1,12
02103564,1,0,0,0,0,0,0,0,0,0,0,0,0,1,58.31975694444444,13,655
0211b4be,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0001273148148148148,1,4
0211eed9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,42.06746527777778,13,139
